index,Rk,Player,Pos,Tm,Cap Hit
1225,1226,Troy Hill,CB,LAR,542647
1226,,Matt Jones,RB,IND,542647
1227,,L.J. Fort,LB,PIT,542647
1228,,John Timu,ILB,CHI,542647
1229,,David Parry,NT,NOR,542647
1230,,Nick Dzubnar,LB,LAC,542647
1231,,Geneo Grissom,OLB,NWE,542647
1232,1233,Joe Vellano,DT,ATL,542640
1233,1234,Tyreek Hill,WR,KAN,540000
1234,,Javien Elliott,CB,TAM,540000
1235,,Joey Bosa,DE,LAC,540000
1236,,Johnny Holton,WR,OAK,540000
1237,,Miles Killebrew,SS,DET,540000
1238,,Riley Dixon,P,DEN,540000
1239,,Senorise Perry,RB,MIA,540000
1240,,Matthew Ioannidis,DT,WAS,540000
1241,,Darius Latham,DT,OAK,540000
1242,,Kaelin Clay,WR,2TM,540000
1243,,Elandon Roberts,ILB,NWE,540000
1244,,Christopher Milton,CB,IND,540000
1245,,Drew Kaser,P,LAC,540000
1246,,Justin Simmons,FS,DEN,540000
1247,,Romeo Okwara,DE,NYG,540000
1248,,Wendell Smallwood,RB,PHI,540000
1249,,Austin Hooper,TE,ATL,540000
1250,,Rick Lovato,LS,PHI,540000
1251,,Cody Core,WR,CIN,540000
1252,,Ben Koyack,TE,JAX,540000
1253,,Adolphus Washington,DT,BUF,540000
1254,,Rashawn Scott,WR,MIA,540000
1255,,Jarrod Wilson,S,JAX,540000
1256,,Brandon Shell,OT,NYJ,540000
1257,,Bryan Witzmann,T,KAN,540000
1258,,Lac Edwards,P,NYJ,540000
1259,,Chester Rogers,WR,IND,540000
1260,,Michael Palardy,P,CAR,540000
1261,,Matthias Farley,DB,IND,540000
1262,,Dan Vitale,FB,CLE,540000
1263,,Tanner McEvoy,WR,SEA,540000
1264,,Xavier Grimble,TE,PIT,540000
1265,,Robert Kelley,RB,WAS,540000
1266,,David Onyemata,DT,NOR,540000
1267,,Charles Tapper,DE,DAL,540000
1268,,Jordan Howard,RB,CHI,540000
1269,,Clayton Fejedelem,FS,CIN,540000
1270,,Jake Brendel,C,MIA,540000
1271,,Charone Peake,WR,NYJ,540000
1272,,Connor McGovern,OG,DEN,540000
1273,,Joe Schobert,OLB,CLE,540000
1274,,Spencer Drango,OG,CLE,540000
1275,,Anthony Brown,CB,DAL,540000
1276,,Chris Manhertz,TE,CAR,540000
1277,,Joe Thuney,OG,NWE,540000
1278,,Ted Karras,OG,NWE,540000
1279,,Evan Boehm,C,ARI,540000
1280,,Tyler Ott,LS,SEA,540000
1281,,Will Parks,S,DEN,540000
1282,,Ricardo Louis,WR,CLE,540000
1283,,Tye Smith,CB,TEN,540000
1284,,Jeremy Cash,SS,CAR,540000
1285,,Austin Reiter,C,CLE,540000
1286,,J.D. McKissic,WR,SEA,540000
1287,,Wes Schweitzer,OT,ATL,540000
1288,,Caleb Benenoch,OT,TAM,540000
1289,,Hassan Ridgeway,DT,IND,540000
1290,,Joe Dahl,OG,DET,540000
1291,,Olsen Pierre,DT,ARI,540000
1292,,LeShaun Sims,CB,TEN,540000
1293,,Alex Erickson,WR,CIN,540000
1294,,David Morgan,TE,MIN,540000
1295,,Sheldon Day,DT,2TM,540000
1296,,De'Vondre Campbell,OLB,ATL,540000
1297,,C.J. Goodwin,WR,2TM,540000
1298,,Jakeem Grant,WR,MIA,540000
1299,,Dwayne Washington,RB,DET,540000
1300,,Michael Bennett,DT,JAX,540000
1301,,Willie Henry,DT,BAL,540000
1302,,Kavon Frazier,FS,DAL,540000
1303,,Brian Mihalik,DE,DET,540000
1304,,Stephen Weatherly,OLB,MIN,540000
1305,,Cre'von LeBlanc,DB,CHI,540000
1306,,Patrick Onwuasor,LB,BAL,540000
1307,,Tyrone Holmes,OLB,CLE,540000
1308,,Randall Telfer,TE,CLE,540000
1309,,Jerell Adams,TE,NYG,540000
1310,,Kalan Reed,CB,TEN,540000
1311,,Joel Heath,DT,HOU,540000
1312,,Kentrell Brothers,ILB,MIN,540000
1313,,Jalen Richard,RB,OAK,540000
1314,,Tyler Larsen,C,CAR,540000
1315,,Zaire Anderson,LB,DEN,540000
1316,,Jalen Mills,CB,PHI,540000
1317,,Kamu Grugier-Hill,OLB,PHI,540000
1318,,Ufomba Kamalu,DE,HOU,540000
1319,,Christian Westerman,OG,CIN,540000
1320,,Peyton Barber,RB,TAM,540000
1321,,D.J. Reader,DT,HOU,540000
1322,,Pharoh Cooper,WR,LAR,540000
1323,,David Fluellen,RB,TEN,540000
1324,,Ken Crawley,DB,NOR,540000
1325,,Derek Watt,FB,LAC,540000
1326,,Michael Pierce,DT,BAL,540000
1327,,Cory James,OLB,OAK,540000
1328,,Jayron Kearse,SS,MIN,540000
1329,,John Wetzel,T,ARI,540000
1330,,Brian Price,DT,DAL,540000
1331,,Jordan Taylor,WR,DEN,540000
1332,,Erik Harris,DB,OAK,540000
1333,,Jonathan Jones,DB,NWE,540000
1334,,DeAndre Washington,RB,OAK,540000
1335,,Eric Tomlinson,TE,NYJ,540000
1336,,Mike Jordan,DB,CLE,540000
1337,,Lafayette Pitts,CB,2TM,540000
1338,,Tyler Matakevich,ILB,PIT,540000
1339,,Rashod Hill,T,MIN,540000
1340,,Xavier Woodson-Luster,LB,OAK,540000
1341,,Brian Poole,S,ATL,540000
1342,,Kyle Murphy,OT,GNB,540000
1343,,Ryan Smith,CB,TAM,540000
1344,,Dominique Alexander,LB,CLE,540000
1345,,Sharrod Neasman,S,ATL,540000
1346,,Nick Kwiatkoski,ILB,CHI,540000
1347,,Stephen Anderson,TE,HOU,540000
1348,,Matt Judon,DE,BAL,540000
1349,,Briean Boddy-Calhoun,DB,CLE,540000
1350,,Juston Burris,CB,NYJ,540000
1351,,Rashard Robinson,CB,2TM,540000
1352,,Corey Moore,S,HOU,540000
1353,,Antonio Hamilton,CB,OAK,540000
1354,,Tommylee Lewis,WR,NOR,540000
1355,,Anthony Zettel,DE,DET,540000
1356,,Spencer Pulley,C,LAC,540000
1357,,Josh Ferguson,RB,IND,540000
1358,,Tyrell Adams,LB,OAK,540000
1359,,Eric Murray,CB,KAN,540000
1360,,Kentrell Brice,S,GNB,540000
1361,,Vadal Alexander,OG,OAK,540000
1362,,Marqui Christian,SS,LAR,540000
1363,,Tyler Higbee,TE,LAR,540000
1364,,Halapoulivaati Vaitai,OT,PHI,540000
1365,,Cory Littleton,LB,LAR,540000
1366,,Dean Lowry,DE,GNB,540000
1367,,B.J. Goodson,OLB,NYG,540000
1368,,Blake Countess,CB,LAR,540000
1369,,Casey Kreiter,LS,DEN,540000
1370,,Josh Hawkins,CB,GNB,540000
1371,,Robert Thomas,NT,NYG,540000
1372,,Jatavis Brown,OLB,LAC,540000
1373,,Parker Ehinger,OG,KAN,540000
1374,,Andy Janovich,FB,DEN,540000
1375,,Demarcus Robinson,WR,KAN,540000
1376,,Devontae Booker,RB,DEN,540000
1377,,Tyler Ervin,RB,HOU,540000
1378,,Antonio Morrison,ILB,IND,540000
1379,,Kameron Canaday,LS,PIT,540000
1380,,Jeremy Vujnovich,T,IND,540000
1381,,Brennan Scarlett,LB,HOU,540000
1382,,Kevon Seymour,CB,CAR,540000
1383,,Anthony Lanier,DE,WAS,540000
1384,,Malcolm Brown,RB,LAR,540000
1385,,Blake Martinez,ILB,GNB,540000
1386,,Ross Travis,TE,2TM,540000
1387,,Austin Blythe,C,LAR,540000
1388,,Chris Moore,WR,BAL,540000
1389,,Trevor Davis,WR,GNB,540000
1390,,Roger Lewis,WR,NYG,540000
1391,,Marwin Evans,S,GNB,540000
1392,,Damiere Byrd,WR,CAR,540000
1393,,Derrick Kindred,SS,CLE,540000
1394,,Terrance Smith,LB,KAN,540000
1395,,Jared Norris,ILB,CAR,540000
1396,,Joe Haeg,OT,IND,540000
1397,,Leonard Wester,T,TAM,540000
1398,,Kevin Hogan,QB,CLE,540000
1399,,Deon Bush,FS,CHI,540000
1400,,Dak Prescott,QB,DAL,540000
1401,,Vince Mayle,WR,BAL,540000
1402,,Destiny Vaeao,DT,PHI,540000
1403,,Dexter McCoil,S,2TM,540000
1404,,Nick Vigil,ILB,CIN,540000
1405,,Jake Rudock,QB,DET,540000
1406,,De'Vante Harris,DB,NOR,540000
1407,,Seth Devalve,TE,CLE,540000
1408,,B.J. Finney,C,PIT,540000
1409,,Alan Cross,TE,TAM,540000
1410,,Morgan Fox,DL,LAR,540000
1411,,Curtis Riley,CB,TEN,540000
1412,,Eli Rogers,WR,PIT,540000
1413,,Andrew Adams,FS,NYG,540000
1414,,Wil Lutz,K,NOR,540000
1415,,James Cowser,LB,OAK,540000
1416,,Trevor Williams,CB,LAC,540000
1417,,Paul Perkins,RB,NYG,540000
1418,,Luke Rhodes,LB,IND,540000
1419,,Mack Brown,RB,2TM,540000
1420,,Robby Anderson,WR,NYJ,540000
1421,1422,Ed Stinson,DE,NYJ,527647
1422,1423,Andre Williams,RB,LAC,527644
1423,1424,Freddie Bishop,DE,NYJ,508240
1424,1425,Geronimo Allison,WR,GNB,508235
1425,,D.J. Foster,RB,ARI,508235
1426,,Kyle Peko,DT,DEN,508235
1427,,Emmett Cleary,T,DET,508235
1428,,Alex Collins,RB,BAL,508235
1429,1430,Rashard Higgins,WR,CLE,508224
1430,1431,Ulrick John,OT,GNB,506471
1431,,Mark Nzeocha,OLB,SFO,506471
1432,1433,Deontae Skinner,LB,NYG,506464
1433,1434,Bryce Harris,T,NOR,501471
1434,,Andrew Gachkar,OLB,CAR,501471
1435,,Deonte Thompson,WR,2TM,501471
1436,,Michael Mauti,OLB,NOR,501471
1437,1438,Griff Whalen,WR,BAL,501468
1438,1439,Tavarres King,WR,NYG,487059
1439,,Demetrius McCray,CB,OAK,487059
1440,1441,Seantrel Henderson,OT,BUF,487058
1441,1442,Garrison Smith,DT,SEA,476471
1442,,Arthur Jones,DT,WAS,476471
1443,,Brian Hoyer,QB,2TM,476471
1444,,DeAndre Houston-Carson,FS,CHI,476471
1445,1446,Eric Winston,T,CIN,470588
1446,1447,Ben Heeney,ILB,HOU,470294
1447,,Obum Gwacham,DE,NYJ,470294
1448,,David Irving,DE,DAL,470294
1449,,Tenny Palepoi,DT,LAC,470294
1450,1451,Dezmen Southward,SS,CAR,470288
1451,1452,Chris Wormley,DT,BAL,465000
1452,,Justin Evans,SS,TAM,465000
1453,,Christian McCaffrey,RB,CAR,465000
1454,,Zach Banner,OG,CLE,465000
1455,,O.J. Howard,TE,TAM,465000
1456,,Montravius Adams,DT,GNB,465000
1457,,Tarell Basham,DE,IND,465000
1458,,Jehu Chesson,WR,KAN,465000
1459,,Torry McTyer,CB,MIA,465000
1460,,Trae Elston,DB,2TM,465000
1461,,Marcus Maye,FS,NYJ,465000
1462,,Kenny Moore,CB,IND,465000
1463,,C.J. Ham,RB,MIN,465000
1464,,Dion Dawkins,OG,BUF,465000
1465,,Kendrick Bourne,WR,SFO,465000
1466,,Giorgio Tavecchio,K,OAK,465000
1467,,Taylor Moton,OT,CAR,465000
1468,,Desmond King,FS,LAC,465000
1469,,Jonnu Smith,TE,TEN,465000
1470,,Haason Reddick,OLB,ARI,465000
1471,,Aaron Jones,RB,GNB,465000
1472,,Kenny Golladay,WR,DET,465000
1473,,Tre Madden,RB,SEA,465000
1474,,Brian Allen,CB,PIT,465000
1475,,Derrick Jones,CB,NYJ,465000
1476,,Danny Isidora,OG,MIN,465000
1477,,Zay Jones,WR,BUF,465000
1478,,T.J. Watt,OLB,PIT,465000
1479,,Carl Lawson,DE,CIN,465000
1480,,Ethan Pocic,C,SEA,465000
1481,,Tyrique Jarrett,DT,DEN,465000
1482,,Cam Robinson,OT,JAX,465000
1483,,Devante Bond,OLB,TAM,465000
1484,,Jacob Hollister,TE,NWE,465000
1485,,Ryan Switzer,WR,DAL,465000
1486,,Adam Butler,DT,NWE,465000
1487,,Lorenzo Jerome,DB,SFO,465000
1488,,Tanner Gentry,WR,CHI,465000
1489,,Jeremiah Valoaga,DE,DET,465000
1490,,Tyus Bowser,OLB,BAL,465000
1491,,Taywan Taylor,WR,TEN,465000
1492,,Ryan Glasgow,DT,CIN,465000
1493,,James Conner,RB,PIT,465000
1494,,Alex Barrett,DE,DET,465000
1495,,Kasen Williams,WR,CLE,465000
1496,,Maurice Smith,FS,MIA,465000
1497,,Kendell Beckwith,ILB,TAM,465000
1498,,Tim Williams,OLB,BAL,465000
1499,,Rasul Douglas,CB,PHI,465000
1500,,D'Onta Foreman,RB,HOU,465000
1501,,Solomon Thomas,DE,SFO,465000
1502,,Jonathan Allen,DT,WAS,465000
1503,,Josh Jones,S,GNB,465000
1504,,Montae Nicholson,SS,WAS,465000
1505,,Treyvon Hester,DT,OAK,465000
1506,,Matt Milano,OLB,BUF,465000
1507,,Jaylen Hill,CB,BAL,465000
1508,,Pat Elflein,C,MIN,465000
1509,,Antony Auclair,TE,TAM,465000
1510,,Joshua Holsey,CB,WAS,465000
1511,,Jordan Evans,ILB,CIN,465000
1512,,Shelton Gibson,WR,PHI,465000
1513,,Chris Godwin,WR,TAM,465000
1514,,Shane Smith,FB,NYG,465000
1515,,Cethan Carter,TE,CIN,465000
1516,,Jalen Reeves-Maybin,OLB,DET,465000
1517,,Taco Charlton,DE,DAL,465000
1518,,Nazair Jones,DT,SEA,465000
1519,,Deshaun Watson,QB,HOU,465000
1520,,Julie'n Davenport,OT,HOU,465000
1521,,Alex Anzalone,OLB,NOR,465000
1522,,Matt Haack,P,MIA,465000
1523,,Myles Garrett,DE,CLE,465000
1524,,Keelan Cole,WR,JAX,465000
1525,,Gerald Everett,TE,LAR,465000
1526,,Pita Taumoepenu,OLB,SFO,465000
1527,,Austin Carr,WR,NOR,465000
1528,,DeMarcus Walker,DE,DEN,465000
1529,,Rigoberto Sanchez,K,IND,465000
1530,,Mike Williams,WR,LAC,465000
1531,,Dylan Donahue,DL,NYJ,465000
1532,,Elijhaa Penny,RB,ARI,465000
1533,,Trey Hendrickson,DE,NOR,465000
1534,,Eric Wilson,ILB,MIN,465000
1535,,Jeremy Sprinkle,TE,WAS,465000
1536,,Mitch Trubisky,QB,CHI,465000
1537,,Roy Robertson-Harris,LB,CHI,465000
1538,,Nate Hairston,CB,IND,465000
1539,,Garett Bolles,OT,DEN,465000
1540,,Will Holden,OT,ARI,465000
1541,,Ejuan Price,OLB,LAR,465000
1542,,Devante Mays,RB,GNB,465000
1543,,Ben Gedeon,ILB,MIN,465000
1544,,Tanner Vallejo,ILB,BUF,465000
1545,,Trevon Coley,DL,CLE,465000
1546,,Budda Baker,FS,ARI,465000
1547,,John Johnson,S,LAR,465000
1548,,Gareon Conley,CB,OAK,465000
1549,,Cooper Rush,QB,DAL,465000
1550,,Jordan Willis,DE,CIN,465000
1551,,Lucas Patrick,G,GNB,465000
1552,,Josh Carraway,DE,TEN,465000
1553,,Eric Saubert,TE,ATL,465000
1554,,Samaje Perine,RB,WAS,465000
1555,,Patrick Mahomes,QB,KAN,465000
1556,,Rudy Ford,S,ARI,465000
1557,,Tyler Catalina,OG,WAS,465000
1558,,Harvey Langi,ILB,NWE,465000
1559,,Delano Hill,FS,SEA,465000
1560,,Austin Ekeler,RB,LAC,465000
1561,,Taysom Hill,QB,NOR,465000
1562,,Zach Wood,DE,NOR,465000
1563,,Ifeanyi Momah,WR,ARI,465000
1564,,Jourdan Lewis,CB,DAL,465000
1565,,Cordrea Tankersley,CB,MIA,465000
1566,,Aldrick Rosas,K,NYG,465000
1567,,Nicholas Morrow,LB,OAK,465000
1568,,Treston Decoud,CB,HOU,465000
1569,,Bam Bradley,OLB,BAL,465000
1570,,Matt Feiler,T,PIT,465000
1571,,Davon Godchaux,DT,MIA,465000
1572,,Matt Breida,RB,SFO,465000
1573,,Deon Lacey,LB,BUF,465000
1574,,Zach Cunningham,OLB,HOU,465000
1575,,David Sharpe,OT,OAK,465000
1576,,David Njoku,TE,CLE,465000
1577,,Corey Davis,WR,TEN,465000
1578,,Marquel Lee,ILB,OAK,465000
1579,,Chidobe Awuzie,CB,DAL,465000
1580,,Malik Hooker,FS,IND,465000
1581,,Elijah Qualls,DT,PHI,465000
1582,,Stefan McClure,S,WAS,465000
1583,,Avery Moss,DE,NYG,465000
1584,,Reid Ferguson,LS,BUF,465000
1585,,Anthony Walker,LB,IND,465000
1586,,Marlon Mack,RB,IND,465000
1587,,Jermaine Grace,LB,2TM,465000
1588,,Ahkello Witherspoon,CB,SFO,465000
1589,,Trey Edmunds,RB,NOR,465000
1590,,Grover Stewart,DT,IND,465000
1591,,Corey Clement,RB,PHI,465000
1592,,Justin Davis,RB,LAR,465000
1593,,Evan Engram,TE,NYG,465000
1594,,Fabian Moreau,CB,WAS,465000
1595,,Chad Hansen,WR,NYJ,465000
1596,,Matthew Dayes,RB,CLE,465000
1597,,Tashawn Bower,OLB,MIN,465000
1598,,Trey Hopkins,G,CIN,465000
1599,,Ka'imi Fairbairn,K,HOU,465000
1600,,Jaleel Johnson,DT,MIN,465000
1601,,Shalom Luani,SS,OAK,465000
1602,,Alex Redmond,G,CIN,465000
1603,,C.J. Beathard,QB,SFO,465000
1604,,Erik Magnuson,OT,SFO,465000
1605,,Brendan Langley,CB,DEN,465000
1606,,Jayon Brown,ILB,TEN,465000
1607,,Nathan Peterman,QB,BUF,465000
1608,,Adoree' Jackson,CB,TEN,465000
1609,,Andrew Billings,DT,CIN,465000
1610,,James Burgess,LB,CLE,465000
1611,,Wayne Gallman,RB,NYG,465000
1612,,Adrian Colbert,SS,SFO,465000
1613,,James Onwualu,OLB,LAC,465000
1614,,Jordan Roos,OG,SEA,465000
1615,,Dan Feeney,OG,LAC,465000
1616,,Vincent Taylor,DT,MIA,465000
1617,,Jamal Adams,SS,NYJ,465000
1618,,Justin McCray,G,GNB,465000
1619,,Marcus Johnson,WR,PHI,465000
1620,,Dalvin Cook,RB,MIN,465000
1621,,Nigel Harris,OLB,3TM,465000
1622,,Donald Payne,LB,JAX,465000
1623,,Marlon Humphrey,CB,BAL,465000
1624,,Chris Carson,RB,SEA,465000
1625,,Demetrious Cox,FS,CAR,465000
1626,,Patrick Ricard,DE,BAL,465000
1627,,Adam Shaheen,TE,CHI,465000
1628,,Noah Brown,WR,DAL,465000
1629,,Larry Ogunjobi,DT,CLE,465000
1630,,Jake Elliott,K,PHI,465000
1631,,Dylan Cole,LB,HOU,465000
1632,,Chase Roullier,C,WAS,465000
1633,,Charles Harris,DE,MIA,465000
1634,,Chad Williams,WR,ARI,465000
1635,,Curtis Samuel,WR,CAR,465000
1636,,YoungHoe Koo,K,LAC,465000
1637,,Dominique Hatfield,CB,LAR,465000
1638,,Marcus Williams,FS,NOR,465000
1639,,Kareem Hunt,RB,KAN,465000
1640,,Isaiah McKenzie,WR,DEN,465000
1641,,Jylan Ware,OT,OAK,465000
1642,,De'Angelo Henderson,RB,DEN,465000
1643,,Leonard Fournette,RB,JAX,465000
1644,,Sidney Jones,CB,PHI,465000
1645,,Terrell Watson,RB,PIT,465000
1646,,Marshon Lattimore,CB,NOR,465000
1647,,Kyle Fuller,C,HOU,465000
1648,,Alvin Kamara,RB,NOR,465000
1649,,Damontae Kazee,CB,ATL,465000
1650,,Jesse Davis,T,MIA,465000
1651,,Victor Bolden,WR,SFO,465000
1652,,Rayshawn Jenkins,FS,LAC,465000
1653,,Stacy Coley,WR,MIN,465000
1654,,Al-Quadin Muhammad,DE,NOR,465000
1655,,Jamaal Williams,RB,GNB,465000
1656,,Adam Redmond,G,IND,465000
1657,,Jamal Agnew,CB,DET,465000
1658,,Joe Walker,ILB,PHI,465000
1659,,Kai Nacua,FS,CLE,465000
1660,,Josh Reynolds,WR,LAR,465000
1661,,Cole Croston,OT,NWE,465000
1662,,Quincy Wilson,CB,IND,465000
1663,,Dalvin Tomlinson,DT,NYG,465000
1664,,Duke Riley,OLB,ATL,465000
1665,,Shaquill Griffin,DB,SEA,465000
1666,,Darrell Daniels,TE,IND,465000
1667,,Brian Hill,RB,2TM,465000
1668,,Lenzy Pipkins,CB,GNB,465000
1669,,Xavier Woods,SS,DAL,465000
1670,,Tarik Cohen,RB,CHI,465000
1671,,Isaac Asiata,OG,MIA,465000
1672,,Taquan Mizzell,RB,CHI,465000
1673,,Daeshon Hall,DE,CAR,465000
1674,,Aviante Collins,OG,MIN,465000
1675,,Ryan Ramczyk,OT,NOR,465000
1676,,Daniel Munyer,OL,ARI,465000
1677,,DeShone Kizer,QB,CLE,465000
1678,,B.J. Bello,LB,CLE,465000
1679,,Cooper Kupp,WR,LAR,465000
1680,,Josh Malone,WR,CIN,465000
1681,,Eddie Jackson,SS,CHI,465000
1682,,Ryan Anderson,OLB,WAS,465000
1683,,Chris Odom,DE,GNB,465000
1684,,Mike Hilton,CB,PIT,465000
1685,,Max McCaffrey,WR,JAX,465000
1686,,John Ross,WR,CIN,465000
1687,,Steve Longa,OLB,DET,465000
1688,,Sam Tevi,OT,LAC,465000
1689,,Rodney Adams,WR,MIN,465000
1690,,Conor McDermott,OT,BUF,465000
1691,,Josh Harvey-Clemons,SS,WAS,465000
1692,,Jamal Carter,S,DEN,465000
1693,,Elijah McGuire,RB,NYJ,465000
1694,,D.J. Jones,DT,SFO,465000
1695,,Blair Brown,ILB,JAX,465000
1696,,Reuben Foster,ILB,SFO,465000
1697,,Tion Green,RB,DET,465000
1698,,Deatrich Wise Jr.,DE,NWE,465000
1699,,Samson Ebukam,OLB,LAR,465000
1700,,ArDarius Stewart,WR,NYJ,465000
1701,,Michael Roberts,TE,DET,465000
1702,,Eli Ankou,DT,JAX,465000
1703,,Jarrad Davis,ILB,DET,465000
1704,,Jermaine Eluemunor,OG,BAL,465000
1705,,TreDavious White,CB,BUF,465000
1706,,Tanzel Smart,DT,LAR,465000
1707,,Derek Barnett,DE,PHI,465000
1708,,Kevin King,CB,GNB,465000
1709,,JuJu Smith-Schuster,WR,PIT,465000
1710,,Caleb Brantley,DT,CLE,465000
1711,,Kasey Redfern,P,DET,465000
1712,,Zane Gonzalez,K,CLE,465000
1713,,Jalen Myrick,CB,JAX,465000
1714,,Tanoh Kpassagnon,DE,KAN,465000
1715,,Jerald Hawkins,OT,PIT,465000
1716,,Dawuane Smoot,DE,JAX,465000
1717,,Jabrill Peppers,SS,CLE,465000
1718,,Chase Allen,LB,MIA,465000
1719,,Takkarist McKinley,OLB,ATL,465000
1720,,Charles Washington,DB,DET,465000
1721,,Thomas Hennessy,LS,NYJ,465000
1722,,Chuck Clark,FS,BAL,465000
1723,,Joe Mixon,RB,CIN,465000
1724,,Chad Wheeler,OT,NYG,465000
1725,,Deyshawn Bond,C,IND,465000
1726,,Mack Hollins,WR,PHI,465000
1727,,Eddie Yarbrough,DE,BUF,465000
1728,,Teez Tabor,CB,DET,465000
1729,,Eddie Vanderdoes,DT,OAK,465000
1730,,Mitchell Loewen,DE,NOR,465000
1731,,Trent Taylor,WR,SFO,465000
1732,,Justin Vogel,P,GNB,465000
1733,,Calvin Munson,OLB,NYG,465000
1734,,George Kittle,TE,SFO,465000
1735,,Evan Dietrich-Smith,G,TAM,465000
1736,,Tedric Thompson,SS,SEA,465000
1737,,Carlos Watkins,DT,HOU,465000
1738,,Sean Culkin,TE,LAC,465000
1739,,Hardy Nickerson,ILB,CIN,465000
1740,,Amara Darboh,WR,SEA,465000
1741,,Jeremiah Ledbetter,DT,DET,465000
1742,,Ukeme Eligwe,OLB,KAN,465000
1743,1744,Jonathan Freeny,DE,3TM,455882
1744,,Orlando Franklin,OL,WAS,455882
1745,,Sean Weatherspoon,LB,ATL,455882
1746,,Gavin Escobar,TE,BAL,455882
1747,1748,Khyri Thornton,DT,DET,452941
1748,1749,Jacquies Smith,DE,2TM,446471
1749,1750,Curtis Grant,LB,NYG,437648
1750,1751,Mike Davis,RB,SEA,437647
1751,,Elijah Lee,OLB,SFO,437647
1752,,Adam Pankey,OG,GNB,437647
1753,,Tony McRae,CB,2TM,437647
1754,,Evan Baylis,TE,HOU,437647
1755,,Lawrence Thomas,DE,NYJ,437647
1756,,Michael Davis,,LAC,437647
1757,1758,Kelvin Sheppard,LB,NYG,423529
1758,1759,Louis Murphy,WR,SFO,423528
1759,1760,Jordan Lucas,SS,MIA,421941
1760,1761,Deon King,LB,CLE,412945
1761,,Scooby Wright,ILB,ARI,412945
1762,,Chris Reed,G,JAX,412945
1763,1764,Bryce Treggs,WR,CLE,412941
1764,,Branden Jackson,DE,SEA,412941
1765,,Quinton Jefferson,DT,SEA,412941
1766,,Mike Thomas,WR,LAR,412941
1767,1768,Jordan Leslie,WR,CLE,410295
1768,,Reggie Porter,CB,CLE,410295
1769,1770,Matt Skura,C,BAL,410294
1770,,Justin Hardee,WR,NOR,410294
1771,,Travaris Cadet,RB,2TM,410294
1772,,Don Barclay,G,DET,410294
1773,,T.J. Yates,QB,HOU,410294
1774,,Alex Armah,FB,CAR,410294
1775,,Devin Taylor,DE,NYG,410294
1776,,Ricky Seals-Jones,WR,ARI,410294
1777,1778,Robert Nelson,FS,NYJ,405882
1778,1779,David Fales,QB,MIA,405880
1779,1780,Jairus Byrd,DB,CAR,404648
1780,1781,Josh Lambo,K,JAX,397941
1781,,Michael Ola,T,LAC,397941
1782,1783,A.J. Francis,DL,WAS,397936
1783,1784,Aaron Wallace,OLB,TEN,383824
1784,1785,Chris Thompson,RB,WAS,382942
1785,,Chris Thompson,WR,HOU,382942
1786,1787,Harrison Butker,K,KAN,382941
1787,,Taybor Pepper,LS,GNB,382941
1788,,Bryan Cox,DE,CAR,382941
1789,1790,Shilique Calhoun,DE,OAK,381176
1790,,Patrick Murray,K,TAM,381176
1791,,Justin March-Lillard,LB,3TM,381176
1792,,Darnell Sankey,LB,IND,381176
1793,1794,Will Beatty,T,PHI,370588
1794,,Dannell Ellerbe,LB,PHI,370588
1795,1796,Cam Thomas,DT,KAN,370587
1796,1797,Brenton Bersin,WR,CAR,365292
1797,1798,Jeff Cumberland,TE,LAC,364706
1798,1799,Deiondre' Hall,CB,CHI,363000
1799,,Maurice Canady,CB,BAL,363000
1800,,Ronald Blair,DE,SFO,363000
1801,1802,Arie Kouandjio,OG,WAS,361765
1802,,Trevor Reilly,OLB,NWE,361765
1803,1804,Jon Halapio,OG,NYG,355589
1804,,Isaiah Johnson,S,TAM,355589
1805,1806,Greg Mabin,CB,2TM,355588
1806,,Kyle Kalis,OG,IND,355588
1807,,Isaiah Irving,OLB,CHI,355588
1808,,Henry Krieger-Coble,TE,IND,355588
1809,1810,Darrelle Revis,DB,KAN,352941
1810,1811,Jermaine Whitehead,DB,GNB,349415
1811,,Joe Callahan,QB,GNB,349415
1812,,Richard Ash,DT,DAL,349415
1813,1814,Daniel Lasco,RB,NOR,349412
1814,1815,Cameron Sutton,CB,PIT,348000
1815,,Dede Westbrook,WR,JAX,348000
1816,,Obi Melifonwu,SS,OAK,348000
1817,,Jeremy Clark,CB,NYJ,348000
1818,,Marquez Williams,FB,CLE,348000
1819,,Vince Biegel,OLB,GNB,348000
1820,1821,Marvin Hall,WR,ATL,328236
1821,,Donte Deayon,DB,NYG,328236
1822,,Adam Bighill,LB,NOR,328236
1823,,Tani Tupou,DT,ATL,328236
1824,1825,Cole Hikutini,TE,SFO,328235
1825,,Xavier Coleman,CB,NYJ,328235
1826,,Travis Rudolph,WR,NYG,328235
1827,,Ed Eagan,WR,NYG,328235
1828,,Marcus Kemp,WR,KAN,328235
1829,1830,Tyreek Burwell,T,IND,325588
1830,,Xavier Cooper,DT,2TM,325588
1831,,Josh Keyes,LB,2TM,325588
1832,,Angelo Blackson,DT,HOU,325588
1833,1834,Cyrus Kouandjio,OT,DEN,324706
1834,1835,Akeem Ayers,LB,NYG,319118
1835,,Harlan Miller,CB,ARI,319118
1836,1837,Joshua Perry,OLB,IND,317647
1837,,Matt Lengel,TE,CLE,317647
